site,logp1_parrotfish_biomass_kg,logp1_large_parrotfish_biomass_kg,logp1_midnightPF_biomass_kg,logp1_bluePF_biomass_kg,logp1_rainbowPF_biomass_kg,logp1_stoplightPF_biomass_kg,midnightPA,bluePA,rainbowPA,stoplightPA,Year,Month,Latitude,Longitude,Depth,Coral_cover,Reef_complexity,SST,NPP,Wave_exposure,HABITAT_CD,Coral_area_UFRTM_20km,Coral_area_UFRTM_200km,Deepwater,slips45_10km,Marine_reserve,population_20km,population_50km,rec_fishermen_50km,Artificial_reefs_1km,Gravity_total,nursery_seagrass,nursery_mangroves,connectivity,RecEng,pf_preds_biomass_kg,pf_no_midnight_biomass_kg,pf_no_blue_biomass_kg,pf_no_rainbow_biomass_kg,pf_no_stoplight_biomass_kg,turf_cover,macroalgae_cover,random
2016_8_8_3154U,3.184448345,2.119076647,0,0,0,2.119076647,0,0,0,1,2016,August,26.20731464,-80.06897463,26.15523952,3.02994012,0.699251497,24.1852051,337.9978943,7.358274937,APRD,42078,735441,300,700,Open,1024659,3842142,109837,2,1731,0,0,41.57111717,-0.26,2.310409391,23.15396007,23.15396007,23.15396007,15.83051161,NA,NA,1256
2016_8_9_1097U,3.995441094,3.17060865,0,0,0,3.17060865,0,0,0,1,2016,August,25.57476804,-80.11339,4.930273752,0.730273752,0.44605475,23.9941345,540.6381836,7.199596882,ISOL_LR,39626,1063971,2200,0,Open,16959,2874853,97964,0,559,62208052,44617.22656,40.84313725,-0.26,1.629741077,53.34980869,53.34980869,53.34980869,30.52782949,NA,NA,437
2016_9_12_1269U,4.66607109,4.479576506,0,0,4.479576506,0,0,0,1,0,2016,September,24.6854848,-80.96729344,3.598646617,0.506766917,0.326691729,23.6996704,747.1290283,7.240449905,CONT_LR,219154,1198241,2748.528076,298,Closed,9608,18934,4876,0,134,41799040,1179222.125,24.01280835,0.489,0,105.279359,105.279359,18.08204527,105.279359,NA,NA,4691
2016_9_13_1407U,4.994983333,3.739316108,0,0,0,3.739316108,0,0,0,1,2016,September,24.5228133,-81.5204891,5.004691076,5.79805492,1.971567506,23.7815796,656.109314,7.163042068,SPGR_HR,127611,1105227,882.8427124,0,Open,6565,52196,10492,0,84,32503770,120693.3203,9.863775902,1.19,52.25577192,146.6704841,146.6704841,146.6704841,105.6012746,18,16,2599
2016_9_13_1408U,4.883789118,3.839685988,0,0,0,3.839685988,0,0,0,1,2016,September,24.52287493,-81.51973758,5.359402242,8.823785803,1.760398506,23.7813354,654.9580078,7.163386345,SPGR_HR,127406,1105470,841.4213867,0,Open,6581,52682,10492,0,84,32498104,118627.5938,16.49808135,1.19,105.3816548,131.1303741,131.1303741,131.1303741,85.6195069,18,16,7573
2016_9_15_1586U,7.328413644,4.608526068,3.850785725,2.996602802,0,3.563563717,1,1,0,1,2016,September,25.30356817,-80.2133562,6.005817175,5.350415512,1.798891967,24.075769,668.2660522,7.386648178,ISOL_MR,54872,1129853,5404.163086,330,Open,1704,853971,45920,0,307,69029248,2293790.75,17.90926457,-0.26,193.2703182,1475.93389,1502.946473,1521.963892,1487.675159,NA,NA,4251
2016_9_15_3184U,3.861672561,0,0,0,0,0,0,0,0,0,2016,September,26.57068444,-80.02689209,13.49652406,0.5,0.79131016,24.231134,289.5162048,7.383356571,APRD,16747,458457,0,366,Open,700553,2114225,75175,0,1520,0,196352.0938,NA,0.208,203.7271971,46.54480651,46.54480651,46.54480651,46.54480651,NA,NA,6913
2016_9_15_3191U,2.890171233,0,0,0,0,0,0,0,0,0,2016,September,26.55852055,-80.02657056,22.49549296,0.252816901,0.42471831,24.2454773,289.5789185,7.354373932,APRD,14353,461242,0,373,Open,688508,2216272,77348,1,1520,0,239068.5313,NA,0.208,13.98644416,16.99639091,16.99639091,16.99639091,16.99639091,35,1,7258
2016_9_15_3198U,2.683092181,0,0,0,0,0,0,0,0,0,2016,September,26.62334576,-80.02131528,20.21475177,1.254609929,0.98929078,24.2008606,288.8986816,7.46887064,LIRO,30148,452370,100,237,Open,716482,1888567,70360,0,1837,0,3479.602783,NA,-0.26,19.6220682,13.63026285,13.63026285,13.63026285,13.63026285,NA,NA,4657
2016_9_16_3192U,0.112548795,0,0,0,0,0,0,0,0,0,2016,September,26.5526588,-80.02622512,26.49861325,0.751155624,0.324884438,24.2490173,289.6412354,7.304433346,APRD,13555,462640,0,373,Open,680837,2269010,77348,1,1520,0,246757.9531,NA,0.208,0,0.119126863,0.119126863,0.119126863,0.119126863,NA,NA,249
2016_9_16_3207U,0.16356136,0,0,0,0,0,0,0,0,0,2016,September,26.56647885,-80.02564882,22.78142415,0.761609907,0.504643963,24.2355896,289.5470886,7.397973061,RGDP,15914,459075,0,366,Open,695756,2166807,76138,0,1520,0,207334.6094,NA,0.208,2.254666207,0.177697616,0.177697616,0.177697616,0.177697616,67,0,9885
2016_9_17_3200U,4.800024072,2.658832978,0,2.658832978,0,0,0,1,0,0,2016,September,26.58286193,-80.02403422,22.97107558,1.271075581,0.739752907,24.2160889,289.3067932,7.340582371,SPGR,19288,457438,0,366,Open,707232,2068704,74322,0,1520,0,145807.9375,NA,0.208,36.27811925,120.5133425,107.2337277,120.5133425,120.5133425,NA,NA,2491
2016_9_19_1227U,4.315207016,3.784683893,0,0,0,3.784683893,0,0,0,1,2016,September,25.0288121,-80.35505605,9.720770289,2.011691884,1.985969739,24.106134,585.4441528,7.451910973,SPGR_HR,61290,1089425,848.5281372,0,Open,13081,63635,8202,0,205,38808020,168861.5156,16.64297125,-0.176,919.9454377,73.82911265,73.82911265,73.82911265,30.80735986,NA,NA,5168
2016_9_20_1152U,5.494174818,5.099905682,2.977941035,0,0,4.979207343,1,0,0,1,2016,September,24.99426749,-80.46108295,4.256267409,9.406685237,0.835933148,23.8450256,785.5299072,7.423036098,ISOL_LR,59551,1117407,4242.640625,1089,Open,15690,27987,6481,0,242,67147448,1085309.25,5.40648855,NA,217.6349775,223.623379,242.2707008,242.2707008,97.91158485,NA,NA,9592
2016_9_20_1194U,5.265840481,4.702037948,2.688204188,1.692133744,1.647261288,4.475544613,1,1,1,1,2016,September,24.9877508,-80.41421478,4.6,1.491758242,1.423763736,23.9494568,555.0302124,7.418430805,SPGR_HR,58459,1099934,948.5281372,114,Open,14937,27249,5997,0,192,46322940,212943.5313,16.64297125,NA,0,178.9037207,188.1779082,188.4162261,105.7665375,NA,NA,1866
2016_9_20_1240U,7.737351879,7.716261955,0,6.618371653,7.299816,2.879262457,0,1,1,1,2016,September,24.99021026,-80.40467997,21.85249307,4.287396122,1.252493075,23.9557739,533.3064575,7.427930832,SPGR_LR,59215,1097958,524.2640991,0,Open,14846,26111,5951,0,192,43171212,156166.1563,16.64297125,NA,0,2291.393801,1543.668881,812.3662237,2274.592662,NA,NA,5718
2016_9_21_1186U,1.63841699,0.119126834,0,0,0,0.119126834,0,0,0,1,2016,September,25.01445847,-80.37563181,3.194444444,0.513888889,0.185763889,24.0257202,604.0639038,7.420026302,RUBB_LR,61235,1094817,1272.792236,99,Closed,14493,49066,7732,0,275,42451880,146831.625,16.64297125,-0.176,0,4.147015284,4.147015284,4.147015284,4.020502496,NA,NA,2872
2016_9_21_3008U,0.054898427,0,0,0,0,0,0,0,0,0,2016,September,26.106,-80.1019,4.9,0.75,0.25,24.153009,342.9263,7.342457771,CPSH,58533,822161,2100,2028,Open,1232646,4238145,123913,0,39335,0,1254637.375,74.00438322,-0.26,0,0.056433304,0.056433304,0.056433304,0.056433304,NA,NA,7393
2016_9_21_3092U,4.352869159,0,0,0,0,0,0,0,0,0,2016,September,26.12759783,-80.08466859,16.39782609,1.755434783,0.636141304,24.2648254,341.3435364,7.350487232,LIRM,55153,802760,500,1413,Open,1099677,4170241,119575,9,1278,0,448063.7188,74.00438322,-0.26,3556.557953,76.70108015,76.70108015,76.70108015,76.70108015,14.5,18,948
2016_9_21_3120U,5.064917625,3.331081861,2.912361066,0,0,2.357867667,1,0,0,1,2016,September,26.09708205,-80.08380438,15.15041096,3,0.789246575,24.2430054,343.641571,7.318223,LIRO,60527,818701,100,2063,Open,1106536,4213535,123047,1,1278,0,1016706.688,74.00438322,-0.26,57.373737,139.9672046,157.367396,157.367396,147.7990039,34,8,5654
2016_9_21_3281U,0,0,0,0,0,0,0,0,0,0,2016,September,27.0609282,-80.03312506,21.6,0,0.474126456,23.367334,579.9185181,7.595518589,RGDP,105162,361410,1500,0,Open,101555,1053676,45778,0,NA,0,0,NA,0.355,8.16392315,0,0,0,0,NA,NA,3575
2016_9_21_3282U,0,0,0,0,0,0,0,0,0,0,2016,September,27.0469315,-80.04940404,24.14041534,0,1.151916933,23.3522888,629.571228,7.570431709,RGDP,115137,365532,3400,56,Open,120461,1095431,48316,0,562,0,0,NA,0.355,1251.082298,0,0,0,0,NA,NA,7104
2016_9_22_1219U,4.961580892,4.345434497,0,2.736204259,0,4.138317254,0,1,0,1,2016,September,25.01996469,-80.36668433,6.4,1.856299213,1.231594488,24.0557495,599.9325562,7.413710117,CONT_LR,60890,1093302,989.9495239,63,Open,14234,55645,7579,0,275,41068964,140063.375,16.64297125,-0.176,249.7528826,141.8193995,127.3910876,141.8193995,80.12217042,NA,NA,7972
2016_9_22_3121U,5.358534441,1.186275837,0,0,0,1.186275837,0,0,0,1,2016,September,26.08489814,-80.08436591,16.24930168,2,1.176047486,24.245813,344.5185852,7.32389307,SPGR,62590,827237,100,2253,Open,1096997,4236881,124748,0,1278,0,983383.8125,74.00438322,-0.26,0,211.4134139,211.4134139,211.4134139,209.1385516,NA,NA,5472
2016_9_22_3141U,5.185296072,4.138375105,0,0,0,4.138375105,0,0,0,1,2016,September,26.06986112,-80.08424529,23.47470588,1.755882353,2.616176471,24.2479492,345.6654968,7.379882813,SPGR,64713,834635,0,2391,Open,1089871,4249471,125330,0,1241,0,761829.375,74.00438322,-0.26,6.305335862,177.6263283,177.6263283,177.6263283,115.925472,NA,NA,6029
2016_9_22_3144U,5.067703916,0,0,0,0,0,0,0,0,0,2016,September,26.0573421,-80.08715242,16.63640483,1.01510574,1.551510574,24.2257629,346.6259155,7.368095398,CPDP,66638,840673,200,2367,Open,1087233,4263037,126563,0,1241,0,493516.1563,74.00438322,-0.26,9.45505322,157.809269,157.809269,157.809269,157.809269,10,32,1667
2016_9_23_1145U,5.608332745,5.435279547,2.610247273,5.00523421,2.77975881,3.978697737,1,1,1,1,2016,September,25.04051519,-80.3943559,2.553008596,9.040114613,0.678510029,23.9473206,849.8391724,7.498091698,ISOL_LR,65484,1105053,4584.062012,892,Open,14742,96040,11331,0,275,64979580,1346986.125,16.64297125,-0.176,0,259.0868025,123.4971951,256.5740828,219.2418301,NA,NA,2599
2016_9_23_1220U,5.165432738,4.775159395,0,3.611913298,0,4.412705665,0,1,0,1,2016,September,25.03156418,-80.34820373,21.91849866,1.767426273,2.02208445,24.1178528,564.3355713,7.467128277,SPGR_HR,60855,1086916,524.2640991,0,Open,13081,63635,8891,0,205,36064300,162863.1875,16.64297125,-0.176,351.7499431,174.1132203,138.0763727,174.1132203,92.62086183,0,0,1219
2016_9_23_1657U,5.787715769,5.457550791,3.617554785,0,0,5.289659724,1,0,0,1,2016,September,24.63236558,-81.09090326,3.765116279,8.581395349,1.610465116,23.7002197,682.8149414,7.338542461,SPGR_HR,218897,1192856,1200,630,Open,8684,18615,4840,0,106,29137512,393046.9375,15.96490702,0.489,58.10217079,289.0205226,325.2669036,325.2669036,127.9909584,NA,NA,3758
2016_9_23_3055U,6.124019368,5.518709274,0,0,0,5.518709274,0,0,0,1,2016,September,26.13852654,-80.08927067,10.60348837,1.948320413,1.25,24.2827393,340.5232849,7.308827877,LIRI,53419,799799,1100,1458,Open,1158124,4139973,118613,10,1278,0,278881.4063,74.00438322,-0.26,43.37093469,455.6966422,455.6966422,455.6966422,207.3836075,NA,NA,1128
2016_9_23_3070U,5.193932918,4.565137142,0,0,0,4.565137142,0,0,0,1,2016,September,26.12453565,-80.09352321,6.2,4.303797468,0.928586498,24.2177673,341.5941162,7.342160702,LIRI,55606,807664,1400,1977,Open,1161314,4194422,121624,6,39335,0,622540.0625,74.00438322,-0.26,50.88081623,179.1757779,179.1757779,179.1757779,84.10000883,NA,NA,828
2016_9_23_3110U,4.567965505,0,0,0,0,0,0,0,0,0,2016,September,26.14760316,-80.08226537,17.45367316,0.5,0.676836582,24.2947632,340.1951599,7.361394882,LIRM,51814,791835,400,1272,Open,1091529,4094185,117678,11,1278,0,145326.4063,41.57111717,-0.26,16.00055014,95.34789094,95.34789094,95.34789094,95.34789094,94,2,3437
2016_9_23_3155U,4.739469374,3.68916778,0,0,0,3.68916778,0,0,0,1,2016,September,26.11593276,-80.07973968,25.54841629,3.242081448,1.871040724,24.2678772,342.2312622,7.345918179,APRD,56833,806830,100,1681,Open,1104214,4189822,120634,6,1278,0,683199.1875,74.00438322,-0.26,0,113.373496,113.373496,113.373496,74.3619613,NA,NA,9950
2016_9_23_3802U,5.021970526,0,0,0,0,0,0,0,0,0,2016,September,26.14295282,-80.07784973,23,3.481095176,1.679726206,24.2960144,340.2830505,7.364172459,SPGR,52567,792679,0,1192,Open,1027052,4094897,116874,12,1278,0,175026.0313,41.57111717,-0.26,556.1146916,150.7099578,150.7099578,150.7099578,150.7099578,39,2,2312
2016_9_27_3046U,4.611388064,2.9718753,0,0.013025179,0,2.971203728,0,1,0,1,2016,September,26.21040415,-80.08548487,4.779434447,1.98714653,0.816645244,24.1719604,339.0002441,7.271312237,RGSH,41809,742417,1400,736,Open,1143401,3848634,111525,0,1731,0,0,41.57111717,-0.26,0,99.6237249,99.61061452,99.6237249,81.10832819,NA,NA,7867
2016_9_27_3049U,2.354119935,1.619963202,0,0,0,1.619963202,0,0,0,1,2016,September,26.18911785,-80.08654579,6.745234493,2.210287443,0.440279879,24.2616821,339.4089966,7.343439579,LIRI,45054,762440,1500,1259,Open,1146109,3983689,113290,2,1731,0,0,41.57111717,-0.26,2.310409391,9.528858706,9.528858706,9.528858706,5.475954331,NA,NA,1108
2016_9_27_3078U,5.476779104,4.618255353,0,0,0,4.618255353,0,0,0,1,2016,September,25.92733094,-80.10004383,10.51886544,1.238126649,1.411873351,24.277948,359.5481873,7.351057053,LIRI,82773,906537,1200,1166,Open,1216522,4422951,139661,0,15137,726373.1875,407311,32.74063904,-0.26,128.1443966,238.0754288,238.0754288,238.0754288,137.7583136,48,32,782
2016_9_28_1335U,4.182230504,2.626511693,0,0,0,2.626511693,0,0,0,1,2016,September,24.62346394,-81.10883832,14.21816958,5.090847914,1.076514132,23.7292114,681.1387939,7.350978851,SPGR_LR,210017,1189626,841.4213867,408,Closed,8358,18734,4861,0,106,26898732,247243.4219,15.96490702,0.489,2.365840066,64.51181474,64.51181474,64.51181474,51.6863565,11,58,3753
2016_9_30_3165U,4.403550339,0,0,0,0,0,0,0,0,0,2016,September,26.31079195,-80.06561195,18.04651163,1.253488372,0.649302326,24.1818176,334.5188904,7.360368252,LIRM,27539,642061,700,834,Open,895301,3359267,98244,5,1697,0,127218.8281,NA,0.084,16.00055014,80.74056083,80.74056083,80.74056083,80.74056083,63,2,6767
2016_9_30_3167U,4.837829636,1.907648084,0,0,0,1.907648084,0,0,0,1,2016,September,26.36941215,-80.05444834,14.87513812,4.85359116,1.203038674,24.130426,330.7335815,7.34825182,LIRO,20001,577367,200,793,Open,720693,3033661,93941,1,2231,0,63524.59375,NA,-0.26,0,125.1951649,125.1951649,125.1951649,119.4579401,34,12,5923
2016_9_30_3267U,0.523696633,0,0,0,0,0,0,0,0,0,2016,September,27.11478334,-80.13590649,4.193311037,0,0.523327759,22.8678528,732.1203003,7.446032524,CPSH,27567,354549,11050.9668,430,Open,155129,925035,39465,0,NA,0,2581282.25,NA,0.186,1.99697224,0.688256995,0.688256995,0.688256995,0.688256995,NA,NA,9045
2016_9_30_3274U,0,0,0,0,0,0,0,0,0,0,2016,September,27.11507295,-80.13091862,7.696091205,0,0.823534202,22.8820129,732.1157837,7.44613266,CPSH,29436,354549,10550.9668,430,Open,153414,925288,39465,0,NA,0,2461350.25,NA,0.186,30.46457485,0,0,0,0,NA,NA,1991
2016_9_5_3227U,1.943690895,0,0,0,0,0,0,0,0,0,2016,September,26.92578746,-80.0009703,29.21044776,0.276119403,0.238059701,23.9377686,403.6071777,7.526806831,DPRC,160411,389458,482.8427124,56,Open,225220,1184896,56813,0,969,0,50925.60938,NA,-0.26,17.27789102,5.984482447,5.984482447,5.984482447,5.984482447,NA,NA,1817
2016_9_5_3233U,2.03717547,0,0,0,0,0,0,0,0,0,2016,September,26.90177451,-79.99968369,29.52950257,0.5,0.418439108,23.9607788,385.9855652,7.538393021,DPRC,163533,395115,600,0,Open,257548,1198963,57806,0,440,0,93751.67969,NA,-0.26,0,6.66891749,6.66891749,6.66891749,6.66891749,NA,NA,7986
2016_9_5_3241U,0,0,0,0,0,0,0,0,0,0,2016,September,26.85815264,-79.9979875,30.5,0,0.15,23.9887939,372.8882141,7.533810616,DPRC,161808,404357,0,276,Open,354758,1245687,58576,0,506,0,415958.875,NA,-0.26,0,0,0,0,0,NA,NA,6232
2016_9_5_3251U,0.789645816,0,0,0,0,0,0,0,0,0,2016,September,26.93751678,-80.02957421,22.08842975,0.26446281,0.458677686,23.8320557,463.6613464,7.532644749,DPRC,157981,387696,3100,56,Open,232828,1213271,56700,0,969,0,233514.1563,NA,-0.26,104.4719529,1.202616156,1.202616156,1.202616156,1.202616156,NA,NA,7730
2016_9_5_3258U,1.960722349,0.165826549,0,0,0,0.165826549,0,0,0,1,2016,September,26.85927243,-80.01287594,24.28811594,2.398550725,0.619565217,23.9396912,388.9384766,7.517637253,DPRC,162149,404649,1865.685425,310,Open,372681,1257638,59125,0,491,0,465881.375,NA,-0.26,16.03141449,6.104457111,6.104457111,6.104457111,5.924088763,NA,NA,5917
2016_9_7_1733U,4.967362532,4.188641433,0,0,3.138587939,3.781045826,0,0,1,1,2016,September,24.5455941,-81.40615972,6.03408805,14.93081761,1.86427673,23.7626282,683.3478394,7.224005699,SPGR_HR,107879,1141099,741.4213867,8,Closed,8112,56405,11386,0,86,28396012,183870.5781,22.90153173,-0.185,1.972360983,142.6475216,142.6475216,120.5762557,99.7856319,23,15,485
2016_9_8_3134U,3.853819433,2.645032617,0,0,0,2.645032617,0,0,0,1,2016,September,26.19206942,-80.07167351,18.45789474,2.242690058,1.32251462,24.2483765,339.3484497,7.410839081,LIRO,44552,752057,100,1199,Open,1001656,3933375,112074,0,1731,0,0,41.57111717,-0.26,0,46.17289329,46.17289329,46.17289329,33.08898884,NA,NA,3290
2016_9_8_3246U,2.655657047,0,0,0,0,0,0,0,0,0,2016,September,26.7990003,-80.01019513,25.6,0.5,0.2,24.1041809,386.390686,7.49168396,DPRC,158662,415612,600,588,Open,486127,1355367,60248,6,491,0,535892.1875,NA,-0.26,0,13.23433562,13.23433562,13.23433562,13.23433562,NA,NA,3336
2016_9_8_3247U,0.368743971,0,0,0,0,0,0,0,0,0,2016,September,26.79726944,-80.01071497,26.00018622,0.250465549,0.15,24.1077515,387.7459717,7.491858006,DPRC,157950,415912,700,588,Open,486127,1355367,60248,9,491,0,537369.5,NA,-0.26,11.37674223,0.445917359,0.445917359,0.445917359,0.445917359,NA,NA,5901
2016_9_8_3250U,2.053082023,0,0,0,0,0,0,0,0,0,2016,September,26.74351145,-80.00854164,29.49726248,0,0.17431562,24.2147156,292.2511902,7.480845928,DPRC,121763,429461,200,588,Open,568331,1452028,60710,5,1879,0,116222.3281,NA,-0.26,16.67919179,6.791878891,6.791878891,6.791878891,6.791878891,21,73,6408
2016_9_8_3260U,5.20496536,4.803587675,0,0,0,4.803587675,0,0,0,1,2016,September,26.77270063,-80.0109261,22.35195155,1.240242261,1.548048452,24.1791626,292.0065918,7.472623348,DPRC,145098,422323,700,588,Open,536936,1389906,59956,1,1879,0,357730.2188,NA,1.379,3.494608519,181.1745621,181.1745621,181.1745621,60.22742178,58,12,9395
2016_9_9_3231U,0,0,0,0,0,0,0,0,0,0,2016,September,26.90462448,-80.0296749,24.00017513,0.249562172,0.124956217,23.8495728,429.9074707,7.519479752,DPRC,163440,395476,3600,56,Open,271879,1226960,58011,0,969,0,297845.4375,NA,-0.26,104.7024763,0,0,0,0,0,59,8492
2016_9_9_3232U,0.492274517,0,0,0,0,0,0,0,0,0,2016,September,26.9027492,-80.01448005,23.53972835,0.5,0.2,23.8998047,406.9460754,7.533818245,DPRC,163620,395495,2100,28,Open,262016,1208025,57915,0,969,0,184902.4375,NA,-0.26,13.80033678,0.636033177,0.636033177,0.636033177,0.636033177,NA,NA,2183
2016_9_9_3235U,2.035027876,0,0,0,0,0,0,0,0,0,2016,September,26.88422339,-80.01013,25.1,0.5,0.25,23.9242188,387.2498779,7.538159847,DPRC,163607,398995,1465.685425,35,Open,292768,1222297,58511,0,969,0,269359.2813,NA,-0.26,0,6.652465444,6.652465444,6.652465444,6.652465444,NA,NA,4374
2016_9_9_3240U,0.025314356,0,0,0,0,0,0,0,0,0,2016,September,26.86274344,-80.02326371,26.30198915,0,0.125497288,23.9008118,399.5235596,7.512474537,DPRC,162453,404125,2900,310,Open,364205,1256093,59374,0,491,0,466902.4375,NA,-0.26,0,0.025637485,0.025637485,0.025637485,0.025637485,1,18,5805
2016_9_9_3244U,0.447006021,0,0,0,0,0,0,0,0,0,2016,September,26.84306329,-80.00034862,25.94310954,0,0.17614841,23.9916016,375.5895386,7.522088051,DPRC,160805,407536,600,513,Open,379770,1257916,58530,0,491,0,484701.8125,NA,-0.26,1148.743499,0.563623714,0.563623714,0.563623714,0.563623714,NA,NA,6083
2018_10_12_2334U,4.960409545,4.633413341,0,0,3.069757067,4.410710143,0,0,1,1,2018,October,24.66933693,-82.9082914,6.494413408,5.055865922,2.134078212,22.5804382,702.4631348,7.35570097,ISOL_HR,51169,893579,4072.792236,0,Open,0,0,0,0,29,10748387,0,1.54666974,-0.26,387.7621265,141.6522064,141.6522064,121.1155364,60.3242991,NA,NA,5066
2018_10_15_3073U,2.628218231,0,0,0,0,0,0,0,0,0,2018,October,25.87776783,-80.10012031,11.40103481,2.494825964,0.611335842,24.2305542,370.5678711,7.379450798,LIRI,83406,927940,1000,896,Open,1294799,4280950,136207,0,17036,911096.5,461118.625,32.74063904,-0.26,18.7810597,12.84907206,12.84907206,12.84907206,12.84907206,NA,NA,8187
2018_10_23_3136U,2.283940389,0,0,0,0,0,0,0,0,0,2018,October,25.88871518,-80.10706171,7.697603687,3.005990783,0.392410138,24.2158447,365.953949,7.37451601,RGSH,83793,925322,1800,1015,Open,1388582,4326620,136574,0,17036,1640694.75,597361.1875,32.74063904,-0.26,0,8.815280333,8.815280333,8.815280333,8.815280333,37,18,9825
2018_10_23_3147U,2.671758727,0,0,0,0,0,0,0,0,0,2018,October,25.8876235,-80.10636011,7.5,2.754245283,0.377712264,24.2159363,366.3314819,7.374260426,RGSH,83813,925928,1800,1015,Open,1388582,4326620,136574,0,17036,1610287.5,593310.375,32.74063904,-0.26,0,13.4653875,13.4653875,13.4653875,13.4653875,37,18,2815
2018_10_29_3069U,3.874292079,1.815384951,0,0,0,1.815384951,0,0,0,1,2018,October,25.86424964,-80.09926641,12.90577617,1.5,0.725902527,24.2352844,375.8652344,7.405478001,LIRI,83451,933537,1000,759,Open,1293361,4256465,134820,0,17036,464465.9375,325221.0625,32.74063904,-0.26,0,47.14860082,47.14860082,47.14860082,42.00516018,NA,NA,3360
2018_10_30_3077U,3.046285077,0,0,0,0,0,0,0,0,0,2018,October,25.87388596,-80.10021728,11.36058662,2.994958753,1.052520623,24.2313171,372.0779724,7.381511688,LIRI,83006,929759,1000,913,Open,1294799,4280950,135855,0,17036,781242.75,423529.0625,32.74063904,-0.26,46.47062376,20.03704807,20.03704807,20.03704807,20.03704807,60,27,7746
2018_10_30_3160U,0,0,0,0,0,0,0,0,0,0,2018,October,26.32283142,-80.0723138,2.8028348,1,0.407086999,24.1819397,336.301239,7.237098217,CPSH,26121,633628,1400,761,Open,888074,3313030,98036,1,1697,0,201859.9375,NA,-0.26,0,0,0,0,0,NA,NA,9935
2018_10_30_3244U,1.563258938,0,0,0,0,0,0,0,0,0,2018,October,26.33938459,-80.05654436,19.20816697,1.5,0.81284029,24.2076965,331.3450012,7.406582355,SPGR,24050,609131,100,776,Open,774772,3169231,95311,0,2231,0,195276.1406,NA,-0.26,13.2271021,3.774355245,3.774355245,3.774355245,3.774355245,NA,NA,4450
2018_11_13_3068U,3.418837869,1.5512815,0,0,0,1.5512815,0,0,0,1,2018,November,26.13942486,-80.09008717,8.779930495,2.714161599,1.75716768,24.2854248,340.4536743,7.287799358,LIRI,53249,799675,1200,1458,Open,1158124,4139973,119330,8,39335,0,271370.1563,74.00438322,-0.26,4.318752531,29.53390998,29.53390998,29.53390998,25.81639818,NA,NA,1148
2018_11_13_3075U,4.166929192,3.356094555,0,0,0,3.356094555,0,0,0,1,2018,November,26.14097124,-80.09102471,6.600348736,2.235396687,1.082127289,24.2899109,340.3166199,7.252545834,LIRI,52972,799167,1241.421387,1398,Open,1158124,4139973,119330,7,39335,0,251778.7344,41.57111717,-0.26,10.47274583,63.51702817,63.51702817,63.51702817,35.84005262,NA,NA,5123
2018_11_13_3276U,3.767746629,2.883951777,0,1.290657234,1.240712782,2.548785431,0,1,1,1,2018,November,26.17292533,-80.08161038,13.09895652,1.749130435,1.199478261,24.2849976,339.7182922,7.326363564,LIRM,47677,773803,600,1395,Open,1082659,4016084,114733,4,1731,0,6132.247559,41.57111717,-0.26,20.80750211,42.28242349,39.64724856,39.82434605,30.49086538,38.33333333,7,4494
2018_11_14_3059U,5.166007046,4.282389566,0,0,0,4.282389566,0,0,0,1,2018,November,25.95353987,-80.10061538,8.949509002,2.750818331,1.539013912,24.281488,356.4226685,7.334862709,LIRI,82797,896845,1200,1131,Open,1107224,4445760,138502,0,15137,58216.71094,130097.7578,32.74063904,-0.26,1.648288022,174.2138182,174.2138182,174.2138182,102.8005486,32,41,4842
2018_11_14_3062U,4.862919734,3.591774319,0,0,0,3.591774319,0,0,0,1,2018,November,25.97693478,-80.10004888,9.703728252,2.018641259,0.855592378,24.2672363,353.6235657,7.319595337,LIRI,78428,887667,1200,1330,Open,1105136,4424101,136331,0,15137,7819.64502,10182.34863,109.5487265,0.557,8.276178058,128.4014689,128.4014689,128.4014689,93.10304509,29,35,8972
2018_11_14_3089U,4.796312431,4.418026588,0,0,4.418026588,0,0,0,1,0,2018,November,25.93791446,-80.09433,14.25651019,0.981399469,0.995349867,24.3094727,358.2767029,7.342140198,LIRM,82750,901103,600,1048,Open,1053945,4430892,138790,0,15137,277235.8438,255817.8125,32.74063904,-0.26,41.03230622,120.0631646,120.0631646,38.13070074,120.0631646,NA,NA,8844
2018_11_14_3145U,0,0,0,0,0,0,0,0,0,0,2018,November,25.94714998,-80.11361023,6.1,1.749755621,0.35,24.2679382,357.1398926,7.335165024,CPSH,82720,904141,2500,1119,Open,1303730,4475373,139989,0,15137,220312.4688,237577.0625,32.74063904,-0.26,0,0,0,0,0,NA,NA,4572
2018_11_15_1164U,5.537992286,4.642239578,0,1.493880335,0,4.608386575,0,1,0,1,2018,November,25.22416485,-80.21155763,3.49897084,11.07204117,1.578859348,24.2164551,615.486084,7.387967587,SPGR_LR,58434,1137647,1400,0,Closed,3068,378179,27675,0,285,39059024,104821.9609,16.51021103,-0.26,69.0299563,253.1671919,249.7128455,253.1671919,153.8450352,NA,NA,3404
